video,frame,f1x1,f1y1,f1x2,f1y2,f2x1,f2y1,f2x2,f2y2
task_kam2_gh118416,6505,467,463,705,845,834,400,1096,811
task_kam2_gh118416,6966,781,440,1018,723,977,395,1123,771
task_kam2_gh118416,6967,983,396,1129,769,784,444,1050,725
task_kam2_gh118416,6968,783,440,1060,738,983,397,1124,769
task_kam2_gh118416,6969,784,438,1063,747,978,396,1110,743
task_kam2_gh118416,6999,837,408,1002,737,925,388,1154,807
task_kam2_gh118416,7001,843,404,1003,734,923,387,1151,806
task_kam2_gh118416,7187,730,417,865,771,562,404,705,907
task_kam2_gh118416,7188,730,415,865,770,570,401,718,798
task_kam2_gh118416,7189,732,411,868,771,573,400,721,811
task_kam2_gh118416,7190,730,408,868,769,569,398,722,803
task_kam2_gh118416,7196,784,395,875,757,613,395,726,778
task_kam2_gh118416,7198,783,395,892,748,624,396,757,782
task_kam2_gh118416,7199,627,398,759,781,778,394,899,742
task_kam2_gh118416,7200,630,397,758,780,774,395,905,741
task_kam2_gh118416,7209,637,404,780,781,810,408,951,735
task_kam2_gh118416,7210,637,406,781,781,816,406,964,733
task_kam2_gh118416,7211,636,406,783,781,829,412,968,733
task_kam2_gh118416,7212,637,407,785,778,836,414,970,735
task_kam2_gh118416,7213,639,408,785,779,840,411,971,736
task_kam2_gh118416,7364,1047,405,1229,729,888,419,1056,718
task_kam2_gh118416,7365,1051,401,1230,732,890,391,1057,719
task_kam2_gh118416,7376,1047,406,1219,735,889,378,1066,718
task_kam2_gh118416,7377,1047,407,1216,736,888,398,1069,720
task_kam2_gh118416,7378,1047,401,1218,730,890,402,1076,711
task_kam2_gh118416,7379,1049,400,1218,730,890,401,1078,710
task_kam2_gh118416,7381,1048,405,1220,728,887,394,1084,721
task_kam2_gh118416,7382,1049,407,1220,728,887,399,1075,725
task_kam2_gh118416,7571,689,377,909,732,590,392,732,708
task_kam2_gh118416,7572,682,376,909,733,588,401,733,712
task_kam2_gh118416,7573,675,375,909,734,611,404,734,726
task_kam2_gh118416,7574,672,366,909,734,610,409,735,724
task_kam2_gh118416,7575,672,357,910,735,599,411,733,725
task_kam2_gh118416,7577,676,379,913,732,670,479,912,735
task_kam2_gh118416,7610,613,401,780,704,766,481,851,679
task_kam2_gh118416,7631,611,411,750,714,732,318,857,690
task_kam2_gh118416,7830,707,399,855,776,729,484,940,813
task_kam2_gh118416,7831,709,381,867,772,717,495,940,811
task_kam2_gh118416,7832,716,391,886,772,730,485,943,814
task_kam2_gh118416,7833,724,391,894,773,734,453,940,811
task_kam2_gh118416,7835,734,464,940,813,735,383,914,784
task_kam2_gh118416,8094,1031,397,1205,786,870,471,1025,786
task_kam2_gh118416,8095,1031,397,1198,786,871,480,1035,784
task_kam2_gh118416,8096,1035,396,1201,784,870,484,1042,784
task_kam2_gh118416,8098,1033,399,1200,785,869,490,1043,783
task_kam2_gh118416,8099,1040,401,1198,784,872,494,1043,780
task_kam2_gh118416,8100,1046,403,1198,783,871,496,1055,778
task_kam2_gh118416,8104,1041,417,1197,785,871,490,1033,783
task_kam2_gh118416,8105,1040,418,1199,785,872,495,1041,784
task_kam2_gh118416,8125,826,405,1003,732,1415,427,1520,547
task_kam2_gh118416,8126,830,392,1003,732,821,400,1001,732
task_kam2_gh118416,8206,726,419,865,700,702,434,807,725
task_kam2_gh118416,8207,723,416,861,700,704,409,805,718
task_kam2_gh118416,8217,594,486,779,762,579,488,698,763
task_kam2_gh118416,8218,585,477,696,770,599,482,775,763
task_kam2_gh118416,8219,600,479,774,764,593,477,704,767
task_kam2_gh118416,8257,586,399,741,743,591,398,775,740
task_kam2_gh118416,8258,587,407,751,745,591,398,776,743
task_kam2_gh118416,8260,591,397,776,745,585,397,775,744
task_kam2_gh118416,8261,586,397,774,743,599,398,776,745
task_kam2_gh118416,8264,590,394,755,741,648,399,777,745
task_kam2_gh118416,8265,645,404,777,746,596,398,754,738
task_kam2_gh118416,8266,593,397,744,739,645,399,777,745
task_kam2_gh118416,8357,468,397,597,839,622,405,761,785
task_kam2_gh118416,8358,466,390,599,840,615,403,760,787
task_kam2_gh118416,8366,627,422,753,787,459,406,594,845
task_kam2_gh118416,8367,453,412,591,844,632,424,751,787
task_kam2_gh118416,8368,455,410,589,843,638,423,751,788
task_kam2_gh118416,8564,581,405,716,748,441,439,650,761
task_kam2_gh118416,8565,581,373,718,746,440,436,657,771
task_kam2_gh118416,8568,578,354,720,765,437,425,644,757
task_kam2_gh118416,8569,583,375,719,766,436,420,642,769
task_kam2_gh118416,8595,665,332,855,727,521,413,679,835
task_kam2_gh118416,8596,689,359,858,725,519,432,679,791
task_kam2_gh118416,8597,697,332,861,724,524,412,678,771
task_kam2_gh118416,8598,706,350,863,727,526,425,678,819
task_kam2_gh118416,8599,719,424,862,726,532,441,683,842
task_kam2_gh118416,8600,733,424,861,723,536,412,693,849
task_kam2_gh118416,8601,541,429,709,834,749,420,862,724
task_kam2_gh118416,8602,551,439,708,785,763,300,860,721
task_kam2_gh118416,8634,720,415,848,722,906,376,1041,715
task_kam2_gh118416,8636,736,413,854,714,915,380,1043,717
task_kam2_gh118416,8637,743,403,862,707,925,416,1046,721
task_kam2_gh118416,8638,760,398,868,706,925,373,1044,719
task_kam2_gh118416,8676,963,390,1151,756,868,394,987,673
task_kam2_gh118416,8677,963,389,1148,756,868,395,989,677
task_kam2_gh118416,8678,963,394,1135,758,866,387,995,680
task_kam2_gh118416,8680,963,395,1117,756,867,384,1000,679
task_kam2_gh118416,8681,963,407,1107,750,865,383,1000,680
task_kam2_gh118416,8741,713,496,889,765,713,379,884,761
task_kam2_gh118416,10042,836,403,1080,816,738,434,962,794
task_kam2_gh118416,10043,832,401,1065,817,734,441,959,775
task_kam2_gh118416,10044,831,390,1081,821,734,439,962,779
task_kam2_gh118416,10045,834,385,1093,820,733,440,952,777
task_kam2_gh118416,10046,733,441,929,780,840,385,1078,818
task_kam2_gh118416,10047,733,435,941,779,842,390,1084,819
task_kam2_gh118416,10048,851,380,1083,823,735,441,933,775
task_kam2_gh118416,10049,732,435,942,783,859,391,1083,826
task_kam2_gh118416,10050,736,430,923,781,862,392,1087,831
task_kam2_gh118416,10232,1043,416,1216,748,912,377,1095,692
task_kam2_gh118416,10233,1038,421,1215,746,911,379,1090,692
task_kam2_gh118416,10247,962,455,1222,746,922,391,1048,696
task_kam2_gh118416,10300,860,397,1037,703,959,472,1169,728
task_kam2_gh118416,10301,952,466,1168,727,859,370,1034,697
task_kam2_gh118416,10302,859,380,1034,704,950,466,1168,728
task_kam2_gh118416,10303,948,473,1168,727,859,373,1030,703
task_kam2_gh118416,10305,942,476,1173,732,857,370,1028,707
task_kam2_gh118416,10306,942,461,1173,732,862,376,1024,699
task_kam2_gh118416,10312,939,399,1153,720,858,379,1007,693
task_kam2_gh118416,10313,933,398,1151,720,860,385,1001,686
task_kam2_gh118416,10314,933,399,1151,721,856,384,998,685
task_kam2_gh118416,10315,936,398,1152,720,852,380,1000,687
task_kam2_gh118416,10316,934,396,1151,718,851,384,1007,686
task_kam2_gh118416,10317,933,398,1151,719,845,391,1007,681
task_kam2_gh118416,10682,763,400,950,813,576,385,849,908
task_kam2_gh118416,10683,746,397,952,818,569,388,824,882
task_kam2_gh118416,11368,574,434,897,853,1377,615,1648,1080
task_kam2_gh118416,11369,580,431,903,905,1380,615,1651,1080
task_kam2_gh118416,11370,607,425,903,831,1389,616,1650,1080
task_kam2_gh118416,11922,932,427,1138,703,781,388,970,685
task_kam2_gh118416,11952,826,391,990,708,699,368,864,692
task_kam2_gh118416,11953,832,393,986,706,699,374,868,691
task_kam2_gh118416,11958,703,380,873,692,855,394,1002,715
task_kam2_gh118416,12030,692,401,903,746,908,393,1285,1080
task_kam2_gh118416,12031,692,402,902,745,925,394,1295,1080
task_kam2_gh118416,12032,691,402,883,743,1446,497,1738,1068
task_kam2_gh118416,12037,665,376,840,745,815,404,1009,736
task_kam2_gh118416,12038,655,371,833,749,818,407,1011,732
task_kam2_gh118416,12120,661,487,847,753,475,390,658,790
task_kam2_gh118416,12124,626,484,849,738,1442,698,1730,1080
task_kam2_gh118416,12128,621,467,846,762,491,397,662,774
task_kam2_gh118416,12661,789,406,919,726,777,403,904,690
task_kam2_gh118416,12662,798,404,921,725,773,403,903,692
task_kam4_gh099681,567,1058,423,1352,875,727,418,987,912
task_kam4_gh099681,648,510,508,772,1080,746,379,984,1080
task_kam4_gh099681,651,500,481,766,1070,723,387,1016,1073
task_kam4_gh099681,721,503,470,846,1076,730,382,1005,1080
task_kam4_gh099681,732,661,434,991,1074,565,427,846,1058
task_kam4_gh099681,755,742,406,1031,1078,618,530,1030,1078
task_kam4_gh099681,842,1038,421,1426,900,800,392,1012,915
task_kam4_gh099681,875,782,439,1183,949,558,540,948,959
task_kam4_gh099681,1159,609,480,883,1076,843,542,1076,966
task_kam4_gh099681,1171,584,455,914,1074,798,425,1165,898
task_kam4_gh099681,1193,548,436,846,1080,913,496,1175,1078
task_kam4_gh099681,1212,586,429,848,1040,847,472,1205,880
task_kam4_gh099681,1244,496,445,840,1003,821,509,1139,918
task_kam4_gh099681,1255,584,414,888,997,757,503,1069,973
task_kam4_gh099681,1456,1156,407,1312,791,986,421,1154,859
task_kam4_gh099681,1460,1176,401,1316,793,977,458,1110,854
task_kam4_gh099681,1554,1246,414,1425,828,993,458,1305,867
task_kam4_gh099681,1558,1064,477,1293,860,1220,420,1426,824
task_kam4_gh099681,1589,1108,461,1294,854,1294,424,1437,853
task_kam4_gh099681,1595,1118,448,1278,854,1307,400,1470,854
task_kam4_gh099681,1756,1019,443,1269,873,1222,440,1465,883
task_kam4_gh099681,1774,875,381,1163,865,1033,395,1414,885
task_kam4_gh099681,1780,881,384,1169,866,1154,396,1348,898
task_kam4_gh099681,1793,913,388,1157,848,1005,421,1330,889
task_kam4_gh099681,2042,672,394,987,1002,970,407,1174,874
task_kam4_gh099681,2056,691,405,964,999,936,462,1206,1078
task_kam4_gh099681,2070,687,398,949,958,911,480,1185,1076
task_kam4_gh099681,2097,698,391,935,865,926,425,1131,873
task_kam4_gh099681,2238,698,393,941,812,597,422,772,777
task_kam4_gh099681,2253,631,407,922,827,560,402,728,820
task_kam4_gh099681,2384,903,392,1021,768,914,402,1041,753
task_kam4_gh099681,2385,903,394,1023,763,917,414,1042,763
task_kam4_gh099681,2415,832,404,999,722,931,394,1086,724
task_kam4_gh099681,2434,894,404,1067,729,844,416,951,695
task_kam4_gh099681,2646,999,397,1133,747,872,398,1017,785
task_kam4_gh099681,3129,634,390,890,826,537,398,681,801
task_kam4_gh099681,3135,631,457,793,821,547,407,667,792
task_kam4_gh099681,3205,681,382,878,743,623,401,734,804
task_kam4_gh099681,3309,974,413,1134,811,825,414,980,827
task_kam4_gh099681,3703,810,484,1095,1080,1337,385,1499,828
task_kam4_gh099681,3715,707,420,1020,1075,937,478,1147,871
task_kam4_gh099681,3734,696,403,929,1076,977,421,1192,895
task_kam4_gh099681,3775,962,389,1276,895,698,402,990,927
task_kam4_gh099681,3803,1024,406,1283,1052,962,411,1085,746
task_kam4_gh099681,3908,642,392,985,1002,982,413,1199,887
task_kam4_gh099681,3935,807,407,1030,865,1116,409,1368,955
task_kam4_gh099681,4021,1004,467,1188,871,851,449,1070,862
task_kam4_gh099681,4052,997,492,1178,871,740,394,966,880
task_kam4_gh099681,4160,722,390,912,972,1011,425,1149,871
task_kam4_gh099681,4437,686,404,983,1071,879,478,1088,1074
task_kam4_gh099681,4499,586,406,888,1070,885,469,1191,871
task_kam4_gh099681,4582,718,392,979,859,871,487,1203,959
task_kam4_gh099681,4601,812,410,1145,1075,808,410,1150,877
task_kam4_gh099681,4605,796,418,1175,954,887,411,1136,872
task_kam4_gh099681,4650,842,431,1043,867,988,416,1124,839
task_kam4_gh099681,4681,1111,397,1239,828,909,437,1060,873
task_kam4_gh099681,4703,1198,406,1359,818,916,440,1141,846
task_kam4_gh099681,4726,1334,394,1619,843,1064,433,1326,808
task_kam4_gh099681,4757,1234,421,1478,845,1483,423,1631,972
task_kam4_gh099681,4762,1232,438,1456,845,1457,413,1626,991
task_kam4_gh099681,4925,884,440,1123,866,1163,480,1439,923
task_kam4_gh099681,4938,1124,460,1411,934,831,384,1036,882
task_kam4_gh099681,4945,1053,433,1363,919,786,413,956,931
task_kam4_gh099681,4954,876,395,1249,915,699,471,960,924
task_kam4_gh099681,4960,896,393,1183,876,698,451,975,926
task_kam4_gh099681,4966,923,399,1176,1080,712,397,987,931
task_kam4_gh099681,5085,724,423,1014,926,714,461,875,877
task_kam4_gh099681,5221,606,407,845,959,866,448,1159,871
task_kam4_gh099681,5224,893,448,1146,885,591,390,847,960
task_kam4_gh099681,5243,494,393,786,951,644,393,1103,1000
task_kam4_gh099681,5249,471,386,688,950,715,388,974,945
task_kam4_gh099681,5258,560,389,886,984,329,403,620,958
task_kam4_gh099681,5340,378,481,706,907,923,394,1070,723
task_kam4_gh099681,5341,382,489,707,903,923,394,1070,722
task_kam4_gh099681,5366,376,412,671,908,970,392,1103,731
task_kam4_gh099681,5381,452,413,664,872,972,381,1138,741
task_kam4_gh099681,5553,982,425,1294,879,842,544,1117,849
task_kam4_gh099681,5674,851,495,1105,1076,862,498,1102,983
task_kam4_gh099681,5693,921,483,1110,881,805,530,1011,875
task_kam4_gh099681,5697,901,475,1102,885,787,482,1006,879
task_kam4_gh099681,5811,934,441,1075,846,1116,426,1246,785
task_kam4_gh099681,5850,917,401,1052,833,1118,448,1240,791
task_kam4_gh099681,5979,748,398,907,815,905,453,1085,786
task_kam4_gh099681,5997,659,408,869,834,873,448,1014,831
task_kam4_gh099681,6046,497,431,789,920,800,410,1018,845
task_kam4_gh099681,6171,938,462,1136,785,786,414,989,788
task_kam4_gh099681,6184,868,377,1108,802,843,391,955,784
task_kam4_gh099681,6203,976,387,1135,739,884,448,1041,754
task_kam4_gh099681,6217,1010,387,1134,732,908,421,1044,758
task_kam4_gh099681,6220,904,419,1043,766,1026,385,1140,711
task_kam4_gh099681,6282,1217,392,1375,790,1035,412,1207,766
task_kam4_gh099681,6309,1353,389,1513,820,1164,415,1318,790
task_kam4_gh099681,6370,1228,432,1403,791,1449,396,1652,858
task_kam4_gh099681,6560,898,411,1215,1080,898,413,1211,878
task_kam4_gh099681,6576,870,475,1149,873,876,479,1152,1080
task_kam4_gh099681,6775,976,480,1224,929,820,407,1047,936
task_kam4_gh099681,6856,966,410,1219,895,795,425,1061,825
task_kam4_gh099681,7022,1159,393,1379,824,1132,391,1292,875
task_kam4_gh099681,7088,1114,431,1322,897,1333,419,1550,927
task_kam4_gh099681,7176,1033,421,1214,848,1134,438,1435,1025
task_kam4_gh099681,7269,597,394,879,1020,879,507,1048,1079
task_kam4_gh099681,7279,588,390,877,1005,822,480,1013,873
task_kam4_gh099681,7291,601,389,865,1005,766,393,916,885
task_kam4_gh099681,7295,606,390,800,982,703,393,898,880
task_kam4_gh099681,7318,650,402,869,895,637,425,798,993
task_kam4_gh099681,7502,1089,444,1298,906,900,409,1077,864
task_kam4_gh099681,7511,1157,478,1307,918,909,499,1129,869
task_kam4_gh099681,7513,1159,482,1342,912,906,526,1142,869
task_kam4_gh099681,7528,1093,402,1290,911,933,482,1156,875
task_kam4_gh099681,7575,1034,417,1264,914,914,454,1089,1070
task_kam4_gh099681,7649,717,392,1006,1050,659,395,768,833
task_kam4_gh099681,7652,714,388,1002,1026,651,399,768,827
task_kam4_gh099681,8111,758,467,1032,1074,727,479,912,946
task_kam4_gh099681,8130,642,446,974,1077,813,450,977,884
task_kam4_gh099681,8143,646,412,958,1077,783,415,947,899
task_kam4_gh099681,8302,916,481,1134,860,811,409,1017,887
task_kam4_gh099681,8326,790,402,923,851,905,446,1094,878
task_kam4_gh099681,8336,752,395,941,800,907,466,1094,876
task_kam4_gh099681,8703,1019,399,1197,800,1058,440,1313,964
task_kam4_gh099681,8787,1143,435,1357,970,1250,433,1405,847
task_kam4_gh099681,8801,1290,416,1465,858,1114,493,1326,975
task_kam4_gh099681,8819,1125,452,1298,904,1270,394,1461,857
task_kam4_gh099681,8820,1128,450,1343,921,1276,393,1467,862
task_kam4_gh099681,8970,1319,410,1534,874,1486,389,1725,847
task_kam4_gh099681,9035,1332,394,1497,861,1584,393,1738,758
task_kam4_gh099681,9075,1326,413,1607,893,717,390,890,878
task_kam4_gh099681,9079,1342,396,1615,909,715,384,894,887
task_kam4_gh099681,9250,1022,439,1209,853,1276,415,1495,867
task_kam4_gh099681,9285,1405,390,1567,873,1182,466,1391,824
task_kam4_gh099681,9340,1131,414,1509,1076,1466,532,1666,791
task_kam4_gh099681,9722,1109,429,1411,887,954,510,1203,871
task_kam4_gh099681,9783,976,518,1293,865,1143,455,1500,1080
task_kam4_gh099681,9893,955,497,1241,1080,716,414,1068,1070
task_kam4_gh099681,9896,707,396,1033,1066,941,489,1248,1074
task_kam4_gh099681,9911,678,427,979,1075,991,492,1249,1080
task_kam4_gh099681,9948,303,443,575,1080,628,391,962,1068
task_kam4_gh099681,9950,301,441,566,1080,619,400,903,1067
task_kam4_gh099681,9969,308,419,594,1075,395,452,719,1080
task_kam4_gh099681,10041,524,470,842,954,476,446,745,921
task_kam4_gh099681,10058,530,423,837,932,586,398,805,915
task_kam4_gh099681,10420,1155,423,1417,974,761,526,1116,878
task_kam4_gh099681,10460,1192,423,1432,895,1313,426,1465,864
task_kam4_gh099681,10521,1272,462,1479,829,1439,401,1675,1024
task_kam4_gh099681,10523,1283,454,1463,833,1456,405,1628,884
task_kam4_gh099681,10524,1291,400,1517,844,1460,401,1630,887
task_kam4_gh099681,10571,1272,400,1555,838,1109,414,1360,790
task_kam4_gh099681,10582,1094,427,1290,772,1261,419,1481,876
task_kam4_gh099681,11031,700,390,935,1029,944,479,1272,1054
task_kam4_gh099681,11042,822,409,1226,1080,727,387,961,980
task_kam4_gh099681,11043,757,409,1230,1080,730,389,976,974
task_kam4_gh099681,11057,794,413,981,961,874,444,1209,1080
task_kam4_gh099681,11260,1370,476,1523,883,1162,410,1362,943
task_kam4_gh099681,11274,1153,430,1346,965,1319,403,1481,862
task_kam4_gh099681,11282,1133,408,1303,971,1295,401,1511,873
task_kam4_gh099681,11295,1259,406,1436,1000,1054,434,1222,875
task_kam4_gh099681,11346,572,423,891,982,725,417,1116,1080
task_kam4_gh099681,11358,578,432,882,982,748,433,1074,1080
task_kam4_gh099681,11376,647,410,1000,1067,572,426,882,983
task_kam2_gh168416,120,837,454,1010,805,938,413,1053,764
task_kam2_gh168416,130,841,418,1058,803,930,411,1064,759
task_kam2_gh168416,329,946,400,1161,765,752,417,987,747
task_kam2_gh168416,330,947,394,1162,767,757,408,993,742
task_kam2_gh168416,331,755,431,993,738,949,389,1172,769
task_kam2_gh168416,332,774,433,999,742,959,387,1181,766
task_kam2_gh168416,548,816,461,1034,901,928,447,1147,875
task_kam2_gh168416,618,789,459,990,820,451,402,680,1074
task_kam2_gh168416,619,767,459,986,819,450,390,681,1071
task_kam2_gh168416,688,454,444,772,848,464,453,627,863
task_kam2_gh168416,771,648,415,838,792,969,369,1104,736
task_kam2_gh168416,782,654,414,854,770,634,372,752,736
task_kam2_gh168416,787,639,386,769,740,660,412,835,753
task_kam2_gh168416,878,1026,395,1264,766,1261,386,1439,785
task_kam2_gh168416,882,1042,401,1250,748,1257,391,1439,786
task_kam2_gh168416,890,1259,403,1462,791,1061,417,1254,748
task_kam2_gh168416,946,1079,391,1302,804,1280,389,1543,947
task_kam2_gh168416,948,1080,391,1296,804,1243,395,1536,946
task_kam2_gh168416,949,1080,399,1295,807,1240,394,1532,910
task_kam2_gh168416,950,1077,398,1297,806,1238,396,1524,951
task_kam2_gh168416,1096,1035,425,1377,1014,1342,406,1582,832
task_kam2_gh168416,1097,1035,425,1380,1004,1340,406,1589,822
task_kam2_gh168416,1098,1044,429,1372,998,1347,408,1591,834
task_kam2_gh168416,1290,1277,419,1438,793,1027,361,1248,784
task_kam2_gh168416,1291,1278,419,1439,793,1015,366,1250,781
task_kam2_gh168416,1370,1094,532,1297,798,1244,493,1461,792
task_kam2_gh168416,1371,1089,534,1304,795,1271,489,1466,799
task_kam2_gh168416,1384,1094,403,1343,799,1250,447,1429,782
task_kam2_gh168416,1385,1093,395,1314,797,1250,427,1431,779
task_kam2_gh168416,1386,1093,394,1303,796,1251,436,1430,775
task_kam2_gh168416,1397,1095,388,1303,794,1273,398,1486,756
task_kam2_gh168416,1758,837,423,955,817,885,368,1017,773
task_kam2_gh168416,1822,862,441,1015,781,806,428,956,783
task_kam2_gh168416,1823,808,431,952,795,884,438,1016,778
task_kam2_gh168416,1824,810,431,944,803,915,435,1016,754
task_kam2_gh168416,1826,916,439,1015,757,807,443,936,795
task_kam2_gh168416,1837,896,387,1031,794,807,427,954,764
task_kam2_gh168416,1863,843,423,1013,746,1032,394,1139,705
task_kam2_gh168416,1877,911,424,1074,746,1102,392,1242,700
task_kam2_gh168416,1880,938,424,1101,745,1116,398,1231,704
task_kam2_gh168416,1890,1036,417,1207,706,1163,393,1267,702
task_kam2_gh168416,1891,1040,418,1211,699,1172,402,1277,701
task_kam2_gh168416,1892,1042,414,1224,693,1173,387,1270,697
task_kam2_gh168416,1970,1022,386,1200,701,954,364,1064,700
task_kam2_gh168416,2119,942,411,1123,831,784,434,993,734
task_kam2_gh168416,2226,1005,439,1096,763,1077,406,1176,706
task_kam2_gh168416,2265,1083,389,1213,705,1057,388,1206,725
task_kam2_gh168416,2266,1062,389,1213,711,1059,389,1210,723
task_kam2_gh168416,2267,1069,393,1215,705,1059,394,1211,719
task_kam2_gh168416,2268,1063,394,1215,706,1063,395,1213,717
task_kam2_gh168416,2273,1059,406,1222,702,1057,403,1217,709
task_kam2_gh168416,2448,946,403,1096,773,792,399,964,787
task_kam2_gh168416,2450,945,400,1088,769,790,394,962,788
task_kam2_gh168416,2453,941,392,1080,769,788,398,960,788
task_kam2_gh168416,2465,929,427,1074,760,795,403,1006,788
task_kam2_gh168416,2466,917,426,1068,758,791,395,1010,787
task_kam2_gh168416,2530,899,426,1063,787,753,474,972,820
task_kam2_gh168416,2531,900,427,1062,789,754,467,974,820
task_kam2_gh168416,2542,895,410,1075,797,748,429,979,821
task_kam2_gh168416,2543,894,404,1078,817,748,429,927,818
task_kam2_gh168416,2544,902,408,1075,815,744,427,930,820
task_kam2_gh168416,2554,893,415,1068,816,702,417,924,820
task_kam2_gh168416,2555,894,413,1068,818,697,415,917,819
task_kam2_gh168416,2556,696,406,906,816,882,409,1067,818
task_kam2_gh168416,2847,864,394,995,698,863,394,991,698
task_kam2_gh168416,2850,862,395,993,700,862,398,994,699
task_kam2_gh168416,2851,862,396,989,700,862,401,994,697
task_kam2_gh168416,2852,861,400,998,697,863,397,995,699
task_kam2_gh168416,2853,862,396,985,700,862,402,996,696
task_kam2_gh168416,2854,859,397,986,701,860,405,993,697
task_kam2_gh168416,2857,850,396,992,705,858,401,993,700
task_kam2_gh168416,3122,843,395,1013,783,975,405,1209,795
task_kam2_gh168416,3124,978,403,1210,794,842,396,1014,773
task_kam2_gh168416,3125,987,399,1212,791,842,398,1017,766
task_kam2_gh168416,3126,989,393,1212,790,844,404,1025,771
task_kam2_gh168416,3127,992,390,1213,790,845,405,1032,765
task_kam2_gh168416,3128,1001,386,1217,790,845,406,1039,760
task_kam2_gh168416,3194,898,394,1027,747,958,400,1231,821
task_kam2_gh168416,3196,961,404,1203,818,896,394,1034,772
task_kam2_gh168416,3197,959,400,1191,820,895,394,1024,753
task_kam2_gh168416,3198,962,401,1165,825,895,392,1019,751
task_kam2_gh168416,3314,528,365,689,908,794,446,949,812
task_kam2_gh168416,3315,526,367,698,905,789,444,946,813
task_kam2_gh168416,3646,895,427,1068,802,796,428,997,815
task_kam2_gh168416,3647,867,417,1073,810,788,440,987,829
task_kam2_gh168416,3788,828,395,1009,814,1004,405,1266,826
task_kam2_gh168416,3790,827,392,1008,814,1004,393,1251,838
task_kam2_gh168416,3889,850,409,1056,808,945,392,1203,995
task_kam2_gh168416,3890,859,401,1058,809,932,390,1205,1004
task_kam2_gh168416,3891,864,398,1058,807,946,391,1205,1006
task_kam2_gh168416,3892,865,368,1066,817,962,435,1205,1017
task_kam2_gh168416,3893,871,351,1065,805,950,376,1206,1027
task_kam2_gh168416,4002,656,417,890,1080,866,417,1008,819
task_kam2_gh168416,4004,641,420,884,1080,869,409,1007,816
task_kam2_gh168416,4005,638,422,876,1080,869,408,1010,817
task_kam2_gh168416,4006,629,422,878,1080,861,408,1010,822
task_kam2_gh168416,4088,763,474,960,810,653,536,825,1067
task_kam2_gh168416,4126,662,407,898,805,625,398,821,800
task_kam2_gh168416,4128,627,412,784,794,669,415,906,795
task_kam2_gh168416,4129,627,417,764,796,670,418,907,796
task_kam2_gh168416,4130,669,415,908,795,628,414,790,794
task_kam2_gh168416,4131,678,412,909,795,627,354,772,792
task_kam2_gh168416,4356,963,393,1229,811,751,402,998,815
task_kam2_gh168416,4357,959,383,1229,816,753,405,996,816
task_kam2_gh168416,4358,965,389,1227,815,754,408,1004,809
task_kam2_gh168416,4359,968,394,1223,808,755,409,995,814
task_kam2_gh168416,4360,968,390,1220,804,754,406,1000,807
task_kam2_gh168416,4361,760,401,1001,805,968,384,1217,804
task_kam2_gh168416,4460,928,424,1109,832,899,415,1079,806
task_kam2_gh168416,4461,927,424,1108,828,897,411,1081,807
task_kam2_gh168416,4462,896,406,1102,809,915,421,1109,829
task_kam2_gh168416,4463,903,414,1103,832,893,409,1102,812
task_kam2_gh168416,4464,910,421,1106,820,892,413,1101,813
task_kam2_gh168416,4465,913,423,1105,823,888,419,1100,811
task_kam2_gh168416,4500,955,398,1058,792,1045,394,1154,724
task_kam2_gh168416,4507,943,409,1061,794,1051,386,1163,723
task_kam2_gh168416,4508,942,404,1062,795,1050,386,1164,724
task_kam2_gh168416,4511,946,411,1057,793,1050,393,1169,717
task_kam2_gh168416,4512,1051,395,1173,716,947,414,1056,794
task_kam2_gh168416,4513,1049,393,1177,715,942,405,1054,792
task_kam2_gh168416,4514,1046,393,1175,715,946,405,1057,793
task_kam2_gh168416,4558,972,394,1109,775,1113,380,1217,743
task_kam2_gh168416,4696,853,376,1041,725,1052,386,1272,749
task_kam2_gh168416,4697,853,377,1041,723,1049,390,1266,749
task_kam2_gh168416,4698,857,376,1042,725,1049,391,1261,749
task_kam2_gh168416,4699,855,375,1047,729,1049,389,1259,750
task_kam2_gh168416,4796,792,398,962,712,919,422,1102,736
task_kam2_gh168416,4797,798,395,964,714,916,421,1103,738
task_kam2_gh168416,4798,805,391,963,713,903,427,1102,742
task_kam2_gh168416,4799,809,390,961,713,899,429,1102,742
task_kam2_gh168416,4800,812,393,959,712,898,444,1102,738
task_kam2_gh168416,4813,873,411,1098,730,860,401,959,706
task_kam2_gh168416,4919,842,417,961,734,955,436,1063,680
task_kam2_gh168416,4920,839,430,962,734,958,438,1063,688
task_kam2_gh168416,4921,959,442,1071,693,838,441,957,734
task_kam2_gh168416,4922,957,438,1084,691,839,443,960,732
task_kam2_gh168416,4936,848,417,1014,737,948,435,1098,691
task_kam2_gh168416,4937,949,448,1102,694,847,424,1023,741
task_kam2_gh168416,4938,849,417,1025,741,954,432,1100,712
task_kam2_gh168416,4940,857,410,1045,737,947,416,1099,728
task_kam2_gh168416,5056,930,393,1064,743,988,413,1247,815
task_kam2_gh168416,5057,988,409,1237,824,929,395,1058,736
task_kam2_gh168416,5058,985,408,1226,845,932,398,1063,747
task_kam2_gh168416,5059,985,414,1210,847,933,388,1060,751
task_kam2_gh168416,5060,987,407,1200,844,931,389,1057,734
task_kam2_gh168416,5061,989,404,1184,843,927,392,1055,738
task_kam2_gh168416,5247,739,445,948,864,879,428,998,817
